99.9999999999999,99.9999999999924,3.14902739079193e-09,7.09428750475215e-10,3.49892376374423e-10,9.13799176117278e-10
3.59486707944568e-10,5.42237943589539e-10,3.08435462043258e-10,99.9999999999999,4.07880322174424e-10,5.52850157382261e-10
99.9999999999999,1.59135514078458e-08,99.9999999999999,4.10774552035911e-10,1.38769220109658e-10,99.99999999997
100,99.9999999999889,5.78579695837058e-10,1.12404105241504e-09,4.88900560979691e-10,1.40564341578363e-09
100,99.9999999999959,1.25272071105252e-09,100,99.9999999999991,8.56256002342864e-10
99.9999999999997,99.9999999999999,100,1.55585161614979e-09,1.94098034028871e-09,99.9999999999998
100,99.9999999999999,1.10414935308593e-09,2.75552992414233e-10,5.92419245861042e-10,100
3.66363363927603e-09,99.9999999999982,1.1042343649606e-09,5.06055179344967e-10,6.063157236284e-10,7.45892285970568e-10
100,99.9999999997846,9.0289216487382e-10,2.72412413251135e-09,100,5.72362536190499e-10
100,99.9999999996605,4.79263348801704e-10,1.11321700040992e-09,2.98933209766539e-09,1.48723559523589e-09
99.9999999999998,99.9999999999999,99.9999999999999,1.05492615829662e-09,1.0155101831431e-09,1.11146547426898e-09
2.50210712829309e-10,6.19621881716642e-10,9.16647076638386e-10,6.3491693405924e-10,1.57539230932881e-09,2.8361637248084e-10
4.27754915258311e-10,6.56016656324213e-10,99.9999999999999,1.50348130292889e-09,8.06839842180705e-10,4.92376639145505e-10
99.9999999998841,99.9999999999945,9.60225896631953e-10,8.67232296306662e-10,6.39678745664914e-10,2.08482640313724e-09
99.9999999999535,100,99.9999999999999,1.37830199180425e-09,100,7.59127605036993e-10
1.79675461665136e-09,99.9999999999998,6.66366860066123e-10,99.9999999999998,1.9541693122092e-09,2.80394531196969e-10
99.9999999995808,99.9999999999999,2.43886258347511e-09,100,1.41596880439935e-08,4.44598681833044e-10
1.60195562670526e-09,3.92214116900867e-10,2.4984281702025e-10,1.55697827572574e-09,1.73796608572672e-09,4.85248603736812e-10
99.9999999999999,1.55111029461447e-09,100,1.23974861687297e-09,9.85484358880611e-10,3.86513816679697e-10
100,2.69854993918241e-09,3.29681490963549e-09,2.43698399263799e-09,1.29011908240911e-09,6.63372783234979e-10
99.9999999999959,100,6.76009627885117e-10,1.0718674720616e-09,100,1.82008607171282e-09
100,5.99328060851551e-10,99.9999999999998,4.38145810660233e-10,4.73835273935106e-10,1.287643914046e-09
99.9999999999998,100,99.9999999999999,7.30459054422239e-10,7.82012345658382e-10,100
99.9999999994158,1.93237433306652e-11,99.9999999999999,99.9999999997943,7.17522005537849e-10,9.48991640532918e-10
5.25095228362204e-10,99.9999999998119,99.9999999999992,9.96679150664759e-10,3.87081821249638e-10,1.1512904674823e-09
99.9999999999996,8.6160236855127e-10,99.9999999999999,6.41842867368168e-10,100,6.02527681210352e-10
5.98277693379763e-10,99.9999999999999,3.12147208741751e-10,8.64412232033279e-10,100,3.25507717585518e-10
8.59031843977883e-10,99.9999999999999,99.999999999979,3.17803641417605e-09,4.36003369409188e-10,6.15581572156854e-10
100,99.9999999999916,1.10284772857032e-09,1.74250085476642e-10,4.96092728127823e-10,5.52498486227328e-10
99.9999999998612,5.24839119279273e-10,1.1626512828584e-09,99.9999999999318,5.82404365440703e-10,3.14831049451635e-09
1.24990460976667e-09,100,100,3.42448822513617e-10,2.4231638144067e-10,7.25706785389922e-10
2.05566433573413e-09,4.15125146446217e-10,6.1063398109532e-10,4.60563072135161e-10,2.38569193501371e-10,9.97865298149058e-10
3.34882968539546e-09,1.11049101546424e-09,99.9999999989065,8.32394060720832e-10,1.70060041216242e-10,2.36268466594904e-09
99.9999999995185,3.07073000700591e-09,99.9999999999999,1.65489979735137e-09,1.96303832030422e-10,99.9999999999999
100,1.11157131055342e-09,4.72071233541025e-09,100,99.9999999999999,4.18967394358395e-10
100,99.9999999999962,100,1.88627916452941e-09,99.9999999999767,6.89925253995817e-10
100,100,99.9999999999939,1.10268231258622e-09,100,7.61797721522764e-10
99.9999999999998,99.9999999997052,3.118459233942e-10,7.00139501290986e-10,9.56519085218697e-10,1.10489967266246e-10
1.54763617357209e-09,1.12472031588359e-10,9.66651232945999e-10,99.9999999999998,2.12321662543572e-09,1.87212100574343e-09
8.65238670277102e-10,99.9999999997984,99.9999999999998,7.78955803006006e-10,1.17498510311865e-10,1.00444312806815e-09
100,99.9999999999984,99.9999999999998,99.999999999987,7.79531586157555e-10,5.82968354055305e-10
99.9999999999999,3.72255068921572e-10,1.02519758939212e-09,9.63946392463041e-10,8.53830171517003e-10,6.86987854366212e-11
99.9999999999997,100,3.9192929244622e-10,2.29131864918966e-09,6.31161025923123e-10,100
99.9999999998256,100,1.91975928186612e-09,100,99.9999999999999,7.1269096565642e-10
100,2.82745802516475e-09,100,6.27239344545379e-10,1.34054856080871e-10,5.3897586443437e-10
99.9999999999999,99.9999999995016,2.3689415606663e-10,7.66642968885503e-10,2.83733206714634e-09,7.00663477180873e-10
99.9999999992116,99.9999999999874,1.79062472656188e-09,100,8.4581262865962e-10,8.32486661761445e-10
99.9999999999999,99.9999999998156,100,3.98644815880672e-10,100,5.22232700113724e-10
99.9999999998018,99.9999999994954,3.43919465098685e-10,9.68288824899568e-10,1.36789632156236e-09,2.53068657549087e-10
100,100,1.41812440616882e-09,3.06780857410951e-09,99.9999999993119,3.50080017016381e-09
99.9999999999951,100,99.9999999999997,4.8666662738617e-10,1.13920471414153e-09,1.17441343319732e-10
99.9999999999372,1.30395474530568e-09,99.9999999999188,9.00658990790714e-10,3.99944491109735e-09,1.57121808346302e-09
99.9999999996135,100,1.44716928112101e-09,7.40233020156746e-09,1.9864278269326e-10,2.68104110614706e-10
100,99.9999999998802,8.43974743940653e-10,100,1.66358589756437e-10,1.04052453598302e-09
99.9999999999999,9.9799729288119e-10,8.04372914015451e-10,9.89775217780135e-10,7.57220617395625e-10,5.69164967923968e-10
99.9999999999997,2.98918863903526e-10,9.29041244817346e-10,4.78653814498468e-10,1.89038619320122e-09,4.22106492336265e-10
99.9999999999997,100,100,8.54785205251422e-10,2.77200267780588e-10,8.6256893354297e-10
99.9999999999997,100,100,2.8379490306964e-09,1.05548830108196e-09,1.52645748494906e-10
99.9999999999997,99.9999999999999,100,1.16924835489176e-09,1.7153725083081e-09,1.5146706050836e-09
99.9999999999974,4.69392090050293e-10,99.9999999999948,6.63690912934505e-09,8.17646240669718e-10,1.44927847477485e-09
100,99.9999999991586,99.9999999999965,100,100,4.00064518563718e-10
100,1.05140444955118e-09,1.15708642877437e-09,3.11189096747609e-10,1.09551779011658e-09,1.3917801862408e-09
100,99.9999999996677,100,99.9999999999998,6.00265254285044e-10,8.98482137182288e-10
100,7.68598789995924e-10,5.51990093475662e-10,1.05339831958928e-09,1.49436462350006e-09,2.84357456485912e-09
100,99.9999999999955,9.949167415416e-10,5.51823660215357e-10,1.26443906340994e-09,2.6888075902364e-10
2.11816356442524e-09,99.9999999999997,100,100,2.21670200015493e-10,3.21480989019801e-10
5.3137362107619e-10,1.22255769307816e-09,2.40973487783592e-10,8.95925442612457e-10,1.49676139152664e-10,5.99180257292043e-10
4.22204436302202e-10,99.9999999999999,99.9999999999998,99.9999999999998,99.9999999999446,2.05893445547894e-10
100,100,7.89707624589928e-10,2.75978512406141e-09,1.06290573031144e-10,1.04457245256996e-09
99.9999999999998,99.9999999993651,100,99.9999999999999,9.12470794186866e-10,99.9999999999998
9.95676440601499e-10,99.9999999998336,6.57786516230252e-10,3.97851926108978e-10,1.48740159513698e-09,3.65060927410281e-10
1.09966823142335e-09,3.7179248306612e-10,1.58919000474928e-09,100,1.09832577168522e-09,1.21551110248573e-09
100,2.3141383307888e-09,6.66939382147567e-10,2.31961684607674e-10,4.70849624850544e-10,1.31783062939798e-09
3.12779146947293e-10,100,3.27498805834254e-10,8.92939818555374e-10,1.44189436527421e-09,7.6440901565607e-10
100,100,100,1.20195495317127e-10,99.9999999997735,1.58435529433445e-09
99.9999999999903,1.63575103421226e-09,5.36969094084342e-10,1.42852003106086e-09,99.9999999998446,1.42369639980963e-09
99.9999999999997,99.9999999999997,2.60706110574114e-10,99.9999999999999,9.20785424577589e-10,100
99.9999999999945,9.20526176560634e-10,1.96348257577947e-09,100,2.81267729849941e-10,2.10611878310316e-10
99.9999999999999,2.85846933127308e-10,99.9999999999999,4.14163762990264e-09,99.9999999999632,1.02517394997382e-10
99.9999999999991,99.9999999999812,8.99164511626154e-10,2.47949336040712e-10,3.74757158880811e-10,2.34591476218781e-09
99.9999999999928,100,1.78694922755113e-09,1.94775928827488e-09,6.22760447010241e-10,2.51313918265729e-10
3.90940963505779e-10,1.40240979287381e-09,1.27677706776971e-09,2.0715421504614e-09,3.07280156771424e-10,6.18451258951653e-10
1.30137888310602e-09,2.72570593853718e-09,99.9999999999998,99.9999999994898,99.9999999999999,4.55698228513636e-10
99.9999999999999,4.87639886258288e-10,3.35256377995331e-10,1.27904649789344e-09,9.39236142106578e-10,4.48858073020189e-10
100,100,2.97957183226671e-10,3.97815390274378e-10,5.70350088388949e-10,1.46356105236599e-10
99.9999999998682,99.9999999994916,1.19751377751333e-09,1.27468762148941e-09,9.32576339826193e-10,4.35630320036289e-10
100,3.21393914869254e-09,100,100,2.31958702643381e-09,5.32643481442062e-10
100,100,99.9999999999934,100,2.3498793157178e-10,4.0461087431323e-10
99.9999999997578,99.9999999997916,99.9999999991587,99.9999999999577,6.77063704339301e-10,1.37668938570053e-09
99.9999999999997,9.96325698141078e-10,9.26592186671887e-10,5.86479995453923e-10,5.82036652360667e-10,5.15209407483445e-10
1.23748436768619e-09,99.9999999999999,1.63851184992105e-09,1.41411245869578e-10,1.35221014973277e-10,99.9999999999999
5.16515951162327e-10,99.9999999999998,2.17784438944201e-10,3.56957173831379e-10,6.54104555476594e-10,2.3805577454845e-10
6.01194339348518e-10,100,1.07934669664157e-09,99.9999999999999,6.13964789478541e-10,6.16742710433384e-10
100,99.9999999999998,99.9999999999633,99.9999999999998,7.34235938536097e-10,9.39375044405955e-10
3.30085577462058e-08,99.9999999998902,9.85089727382322e-10,1.71815421870445e-10,99.9999999999997,99.9999999999997
100,99.999999999844,9.20867830676741e-09,5.97349957037052e-10,1.56670733563899e-09,1.43167096989921e-09
99.9999999999999,99.9999999996201,99.9999999996942,8.9870300641976e-10,5.66489468499992e-10,2.70974603865861e-10
99.9999999999998,99.9999999999431,99.9999999999997,1.2706935856951e-09,7.85098764828166e-10,2.80756260330055e-10
100,100,1.48030728423443e-09,99.9999999999999,3.0076734052311e-10,6.65560859280342e-10
100,99.9999999999999,99.9999999999997,1.22800218776302e-09,7.49940648302302e-10,6.8871378749042e-10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
